"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 05- 30","3,224.21","3,214.67","3,230.63","3,186.63","30.35B","0.09%"
"2023- 05- 29","3,221.45","3,219.76","3,230.97","3,208.96","29.74B","0.28%"
"2023- 05- 26","3,212.50","3,198.88","3,220.77","3,179.82","26.17B","0.35%"
"2023- 05- 25","3,201.26","3,197.36","3,207.02","3,168.57","28.36B","-0.11%"
"2023- 05- 24","3,204.75","3,237.70","3,237.70","3,204.38","28.87B","-1.28%"
"2023- 05- 23","3,246.24","3,294.79","3,298.23","3,246.24","27.53B","-1.52%"
"2023- 05- 22","3,296.47","3,278.60","3,308.53","3,276.54","27.39B","0.39%"
"2023- 05- 19","3,283.54","3,288.89","3,302.34","3,268.22","28.54B","-0.42%"
"2023- 05- 18","3,297.32","3,288.41","3,313.86","3,284.17","31.00B","0.40%"
"2023- 05- 17","3,284.23","3,281.97","3,298.52","3,269.89","28.57B","-0.21%"
"2023- 05- 16","3,290.99","3,310.16","3,317.90","3,282.49","32.25B","-0.60%"
"2023- 05- 15","3,310.74","3,269.88","3,310.74","3,235.87","38.80B","1.17%"
"2023- 05- 12","3,272.36","3,304.46","3,319.13","3,271.43","34.73B","-1.12%"
"2023- 05- 11","3,309.55","3,323.66","3,333.25","3,307.29","35.43B","-0.29%"
"2023- 05- 10","3,319.15","3,347.70","3,349.72","3,305.25","45.17B","-1.15%"
"2023- 05- 09","3,357.67","3,402.39","3,418.95","3,356.12","57.30B","-1.10%"
"2023- 05- 08","3,395.00","3,340.99","3,400.18","3,340.99","53.41B","1.81%"
"2023- 05- 05","3,334.50","3,350.65","3,364.14","3,321.19","43.65B","-0.48%"
"2023- 05- 04","3,350.46","3,306.48","3,352.75","3,302.03","48.34B","0.82%"
"2023- 04- 28","3,323.27","3,283.12","3,324.88","3,283.12","40.16B","1.14%"
"2023- 04- 27","3,285.88","3,256.23","3,299.30","3,253.11","34.16B","0.67%"
"2023- 04- 26","3,264.10","3,255.22","3,277.98","3,239.99","35.79B","-0.02%"
"2023- 04- 25","3,264.87","3,276.40","3,288.57","3,229.45","38.09B","-0.32%"
"2023- 04- 24","3,275.41","3,300.81","3,303.09","3,264.93","35.43B","-0.78%"
"2023- 04- 21","3,301.26","3,364.00","3,367.61","3,301.26","38.74B","-1.95%"
"2023- 04- 20","3,367.03","3,367.05","3,371.37","3,344.02","35.04B","-0.09%"
"2023- 04- 19","3,370.13","3,391.35","3,394.96","3,364.64","34.61B","-0.68%"
"2023- 04- 18","3,393.33","3,379.23","3,396.17","3,375.78","34.84B","0.23%"
"2023- 04- 17","3,385.61","3,337.06","3,385.61","3,336.39","40.28B","1.42%"
"2023- 04- 14","3,338.15","3,326.37","3,340.08","3,316.81","33.83B","0.60%"
"2023- 04- 13","3,318.36","3,321.27","3,334.47","3,309.25","34.79B","-0.27%"
"2023- 04- 12","3,327.18","3,316.86","3,330.71","3,315.40","34.30B","0.41%"
"2023- 04- 11","3,313.57","3,317.08","3,317.45","3,298.25","32.06B","-0.05%"
"2023- 04- 10","3,315.36","3,331.51","3,332.72","3,309.92","34.08B","-0.37%"
"2023- 04- 07","3,327.65","3,312.48","3,328.85","3,308.06","28.30B","0.45%"
"2023- 04- 06","3,312.63","3,302.75","3,314.53","3,296.05","32.72B","0.00%"
"2023- 04- 04","3,312.56","3,297.18","3,312.56","3,290.99","38.59B","0.49%"
"2023- 04- 03","3,296.40","3,277.34","3,299.73","3,276.42","35.77B","0.72%"
"2023- 03- 31","3,272.86","3,263.41","3,278.42","3,260.04","28.36B","0.36%"
"2023- 03- 30","3,261.25","3,243.07","3,263.74","3,220.98","29.99B","0.65%"
"2023- 03- 29","3,240.06","3,253.62","3,254.56","3,229.58","29.69B","-0.16%"
"2023- 03- 28","3,245.38","3,256.60","3,264.10","3,241.74","29.57B","-0.19%"
"2023- 03- 27","3,251.40","3,261.82","3,261.82","3,229.70","33.79B","-0.44%"
"2023- 03- 24","3,265.65","3,282.74","3,282.74","3,260.84","32.45B","-0.64%"
"2023- 03- 23","3,286.65","3,258.78","3,286.65","3,252.99","30.61B","0.64%"
"2023- 03- 22","3,265.75","3,263.41","3,279.39","3,255.74","29.08B","0.31%"
"2023- 03- 21","3,255.65","3,240.84","3,256.00","3,237.89","30.18B","0.64%"
"2023- 03- 20","3,234.91","3,253.93","3,267.99","3,231.65","39.25B","-0.48%"
"2023- 03- 17","3,250.55","3,245.26","3,279.92","3,240.16","34.30B","0.73%"
"2023- 03- 16","3,226.89","3,244.47","3,257.43","3,224.72","32.74B","-1.12%"
"2023- 03- 15","3,263.31","3,261.03","3,273.12","3,256.86","30.52B","0.55%"
"2023- 03- 14","3,245.31","3,261.92","3,262.00","3,216.99","31.99B","-0.72%"
"2023- 03- 13","3,268.70","3,228.12","3,268.70","3,228.12","29.49B","1.20%"
"2023- 03- 10","3,230.08","3,255.51","3,262.15","3,229.50","28.11B","-1.40%"
"2023- 03- 09","3,276.09","3,285.94","3,289.06","3,260.00","26.40B","-0.22%"
"2023- 03- 08","3,283.25","3,271.88","3,283.25","3,263.69","26.04B","-0.06%"
"2023- 03- 07","3,285.10","3,320.21","3,342.86","3,284.41","39.00B","-1.11%"
"2023- 03- 06","3,322.03","3,332.02","3,333.06","3,308.73","34.05B","-0.19%"
"2023- 03- 03","3,328.39","3,314.77","3,330.60","3,302.62","34.40B","0.54%"
"2023- 03- 02","3,310.65","3,308.01","3,320.74","3,306.46","32.85B","-0.05%"
"2023- 03- 01","3,312.35","3,279.14","3,315.16","3,272.04","31.84B","1.00%"
"2023- 02- 28","3,279.61","3,265.74","3,280.42","3,246.14","25.16B","0.66%"
"2023- 02- 27","3,258.03","3,257.00","3,276.58","3,251.72","24.29B","-0.28%"
"2023- 02- 24","3,267.16","3,287.26","3,288.39","3,253.97","23.42B","-0.62%"
"2023- 02- 23","3,287.48","3,293.52","3,307.44","3,275.36","26.23B","-0.11%"
"2023- 02- 22","3,291.15","3,292.05","3,307.03","3,286.72","25.54B","-0.47%"
"2023- 02- 21","3,306.52","3,291.63","3,308.79","3,282.44","32.44B","0.49%"
"2023- 02- 20","3,290.34","3,230.47","3,291.04","3,225.84","32.50B","2.06%"
"2023- 02- 17","3,224.02","3,244.73","3,262.47","3,223.26","27.85B","-0.77%"
"2023- 02- 16","3,249.03","3,281.74","3,308.83","3,231.34","38.09B","-0.96%"
"2023- 02- 15","3,280.49","3,294.01","3,296.20","3,274.55","26.99B","-0.39%"
"2023- 02- 14","3,293.28","3,288.97","3,293.73","3,279.19","27.10B","0.28%"
"2023- 02- 13","3,284.16","3,256.99","3,285.09","3,252.63","29.72B","0.72%"
"2023- 02- 10","3,260.67","3,266.44","3,269.99","3,247.23","26.06B","-0.30%"
"2023- 02- 09","3,270.38","3,227.73","3,270.38","3,225.77","25.48B","1.18%"
"2023- 02- 08","3,232.11","3,251.50","3,257.11","3,230.44","23.45B","-0.49%"
"2023- 02- 07","3,248.09","3,245.23","3,250.03","3,233.83","25.09B","0.29%"
"2023- 02- 06","3,238.70","3,244.70","3,250.35","3,226.21","26.71B","-0.76%"
"2023- 02- 03","3,263.41","3,275.66","3,275.66","3,235.35","29.33B","-0.68%"
"2023- 02- 02","3,285.67","3,291.78","3,295.76","3,272.41","33.34B","0.02%"
"2023- 02- 01","3,284.92","3,262.20","3,284.92","3,245.41","33.95B","0.90%"
"2023- 01- 31","3,255.67","3,266.14","3,277.25","3,252.01","30.02B","-0.42%"
"2023- 01- 30","3,269.32","3,308.87","3,310.49","3,266.76","35.33B","0.14%"
"2023- 01- 20","3,264.81","3,247.20","3,267.06","3,247.20","27.32B","0.76%"
"2023- 01- 19","3,240.28","3,221.52","3,240.28","3,210.38","22.65B","0.49%"
"2023- 01- 18","3,224.41","3,227.59","3,234.82","3,220.37","21.21B","0.00%"
"2023- 01- 17","3,224.24","3,229.44","3,231.26","3,211.76","22.66B","-0.10%"
"2023- 01- 16","3,227.59","3,198.52","3,251.37","3,197.32","30.67B","1.01%"
"2023- 01- 13","3,195.31","3,170.35","3,195.31","3,167.51","22.02B","1.01%"
"2023- 01- 12","3,163.45","3,167.27","3,171.59","3,153.40","21.67B","0.05%"
"2023- 01- 11","3,161.84","3,172.38","3,184.76","3,160.89","23.77B","-0.24%"
"2023- 01- 10","3,169.51","3,178.02","3,178.16","3,165.14","23.30B","-0.21%"
"2023- 01- 09","3,176.08","3,169.37","3,183.58","3,165.43","25.81B","0.58%"
"2023- 01- 06","3,157.64","3,155.07","3,170.74","3,151.84","25.74B","0.08%"
"2023- 01- 05","3,155.22","3,132.76","3,159.43","3,130.23","25.70B","1.01%"
"2023- 01- 04","3,123.52","3,117.57","3,129.09","3,109.45","27.33B","0.22%"
"2023- 01- 03","3,116.51","3,087.51","3,119.86","3,073.05","28.14B","0.88%"
