COMPANY_NAME,BASE_DATE,STOCK_PRICE,FLUCTUATION_VALUE,FLUCTUATION_CHECK
szi,2023-07-07,442.6,-0.28,-1
szi,2023-07-06,443.84,-0.54,-1
szi,2023-07-05,446.25,-0.69,-1
szi,2023-07-04,449.35,0.04,1
szi,2023-07-03,449.16,1.31,1
szi,2023-06-30,443.36,0.62,1
szi,2023-06-29,440.63,-0.22,-1
szi,2023-06-28,441.6,0.0,0
szi,2023-06-27,441.61,1.23,1
szi,2023-06-26,436.23,-1.48,-1
szi,2023-06-21,442.78,-1.31,-1
szi,2023-06-20,448.66,-0.47,-1
szi,2023-06-19,450.8,-0.54,-1
szi,2023-06-16,453.23,0.63,1
szi,2023-06-15,450.41,0.74,1
szi,2023-06-14,447.09,-0.14,-1
szi,2023-06-13,447.73,0.15,1
szi,2023-06-12,447.06,-0.08,-1
szi,2023-06-09,447.42,0.55,1
szi,2023-06-08,444.95,0.49,1
szi,2023-06-07,442.76,0.08,1
szi,2023-06-06,442.43,-1.15,-1
szi,2023-06-05,447.56,0.07,1
szi,2023-06-02,447.24,0.79,1
szi,2023-06-01,443.71,0.0,0
szi,2023-05-31,443.7,-0.61,-1
szi,2023-05-30,446.42,0.09,1
szi,2023-05-29,446.04,0.28,1
szi,2023-05-26,444.8,0.35,1
szi,2023-05-25,443.25,-0.11,-1
szi,2023-05-24,443.73,-1.28,-1
szi,2023-05-23,449.47,-1.52,-1
szi,2023-05-22,456.43,0.39,1
szi,2023-05-19,454.64,-0.42,-1
szi,2023-05-18,456.55,0.4,1
szi,2023-05-17,454.73,-0.21,-1
szi,2023-05-16,455.67,-0.6,-1
szi,2023-05-15,458.4,1.17,1
szi,2023-05-12,453.09,-1.12,-1
szi,2023-05-11,458.24,-0.29,-1
szi,2023-05-10,459.57,-1.15,-1
szi,2023-05-09,464.9,-1.1,-1
szi,2023-05-08,470.07,1.81,1
szi,2023-05-05,461.69,-0.48,-1
szi,2023-05-04,463.9,0.82,1
szi,2023-04-28,460.14,1.14,1
szi,2023-04-27,454.96,0.67,1
szi,2023-04-26,451.95,-0.02,-1
szi,2023-04-25,452.05,-0.32,-1
szi,2023-04-24,453.51,-0.78,-1
szi,2023-04-21,457.09,-1.95,-1
szi,2023-04-20,466.2,-0.09,-1
szi,2023-04-19,466.63,-0.68,-1
szi,2023-04-18,469.84,0.23,1
szi,2023-04-17,468.77,1.42,1
szi,2023-04-14,462.2,0.6,1
szi,2023-04-13,459.46,-0.27,-1
szi,2023-04-12,460.68,0.41,1
szi,2023-04-11,458.8,-0.05,-1
szi,2023-04-10,459.04,-0.37,-1
szi,2023-04-07,460.75,0.45,1
szi,2023-04-06,458.67,0.0,0
szi,2023-04-04,458.66,0.49,1
szi,2023-04-03,456.42,0.72,1
szi,2023-03-31,453.16,0.36,1
szi,2023-03-30,451.55,0.65,1
szi,2023-03-29,448.62,-0.16,-1
szi,2023-03-28,449.36,-0.19,-1
szi,2023-03-27,450.19,-0.44,-1
szi,2023-03-24,452.16,-0.64,-1
szi,2023-03-23,455.07,0.64,1
szi,2023-03-22,452.18,0.31,1
szi,2023-03-21,450.78,0.64,1
szi,2023-03-20,447.91,-0.48,-1
szi,2023-03-17,450.07,0.73,1
szi,2023-03-16,446.8,-1.12,-1
szi,2023-03-15,451.84,0.55,1
szi,2023-03-14,449.35,-0.72,-1
szi,2023-03-13,452.58,1.2,1
szi,2023-03-10,447.24,-1.4,-1
szi,2023-03-09,453.61,-0.22,-1
szi,2023-03-08,454.6,-0.06,-1
szi,2023-03-07,454.85,-1.11,-1
szi,2023-03-06,459.97,-0.19,-1
szi,2023-03-03,460.85,0.54,1
szi,2023-03-02,458.39,-0.05,-1
szi,2023-03-01,458.63,1.0,1
szi,2023-02-28,454.09,0.66,1
szi,2023-02-27,451.11,-0.28,-1
szi,2023-02-24,452.37,-0.62,-1
szi,2023-02-23,455.18,-0.11,-1
szi,2023-02-22,455.69,-0.47,-1
szi,2023-02-21,457.82,0.49,1
szi,2023-02-20,455.58,2.06,1
szi,2023-02-17,446.4,-0.77,-1
szi,2023-02-16,449.86,-0.96,-1
szi,2023-02-15,454.22,-0.39,-1
szi,2023-02-14,455.99,0.28,1
szi,2023-02-13,454.72,0.72,1
szi,2023-02-10,451.47,-0.3,-1
szi,2023-02-09,452.82,1.18,1
szi,2023-02-08,447.52,-0.49,-1
szi,2023-02-07,449.73,0.29,1
szi,2023-02-06,448.43,-0.76,-1
szi,2023-02-03,451.85,-0.68,-1
szi,2023-02-02,454.93,0.02,1
szi,2023-02-01,454.83,0.9,1
szi,2023-01-31,450.78,-0.42,-1
szi,2023-01-30,452.67,0.14,1
szi,2023-01-20,452.05,0.76,1
szi,2023-01-19,448.65,0.49,1
szi,2023-01-18,446.45,0.0,0
szi,2023-01-17,446.43,-0.1,-1
szi,2023-01-16,446.89,1.01,1
szi,2023-01-13,442.42,1.01,1
szi,2023-01-12,438.01,0.05,1
szi,2023-01-11,437.79,-0.24,-1
szi,2023-01-10,438.85,-0.21,-1
szi,2023-01-09,439.76,0.58,1
szi,2023-01-06,437.21,0.08,1
szi,2023-01-05,436.87,1.01,1
szi,2023-01-04,432.48,0.22,1
szi,2023-01-03,431.51,0.88,1
